Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Clay,Barley,145.59584838627407,34.35121653334323,True,True,Sunny,149,3.600271592329722
North,Clay,Maize,227.2413708923085,32.70811507408358,False,True,Sunny,129,3.712874502154016
South,Sandy,Rice,819.4339478702113,23.94759701670234,False,False,Sunny,145,4.868848441908671
West,Chalky,Maize,285.5153482391362,18.56947069783804,False,True,Sunny,124,3.2918068356629675
South,Clay,Maize,894.744134414864,21.569629403300905,False,True,Rainy,103,6.939982249176121
West,Chalky,Rice,739.1714570130059,33.80369152116157,True,False,Sunny,130,5.3885182476225735
West,Chalky,Barley,993.6982264340428,30.6069306454901,True,False,Cloudy,88,6.806422014035848
East,Sandy,Maize,958.2497130996576,17.570199610118042,True,True,Rainy,91,7.507212544229268
South,Chalky,Barley,173.99562771897746,25.270735764378664,False,False,Sunny,75,0.7206494410983135
North,Silt,Maize,642.0044747330365,27.831887634587297,False,False,Cloudy,140,4.037860480439676
North,Silt,Maize,864.2062596437522,25.889775916916804,True,True,Rainy,94,8.426970587855031
West,Chalky,Barley,804.7170568840055,39.387504581474175,False,False,Cloudy,64,5.024276810745996
East,Silt,Rice,973.778853726725,37.4182283582596,False,True,Cloudy,76,6.320831394075888
East,Clay,Barley,331.7295575695141,33.49794643896814,False,False,Rainy,71,2.3716661260756773
East,Silt,Maize,731.878947253088,23.685922895351467,True,True,Rainy,81,7.334089726695737
South,Silt,Wheat,977.0161028336756,34.76999356251346,False,True,Rainy,77,7.100056103857478
West,Peaty,Soybean,810.6378221197465,23.794832887673486,False,True,Cloudy,118,6.543288300436025
East,Chalky,Barley,124.83964156865036,28.497447149251474,False,False,Sunny,120,1.365431680752352
South,Chalky,Cotton,602.7421501340402,35.504535472284346,False,False,Cloudy,128,3.863648080565697
South,Chalky,Cotton,740.0856802119935,16.61494428211166,True,True,Sunny,100,6.489147619304847
East,Loam,Soybean,395.26838728824725,24.712722958062145,False,False,Sunny,114,3.035419819329495
East,Chalky,Maize,745.3223486470982,26.96155159745284,False,False,Cloudy,77,4.392933751243801
South,Sandy,Rice,243.55327559482492,17.16228725797909,True,False,Cloudy,60,2.765169141823164
West,Clay,Wheat,585.6395552380686,35.88932769892243,True,True,Cloudy,80,6.203469860331522
East,Clay,Wheat,976.6931398678872,26.13011809343148,True,True,Cloudy,132,8.09232361751408
West,Clay,Soybean,911.4313971313306,30.58096168987288,True,True,Sunny,125,8.21520798982778
West,Sandy,Soybean,650.6008447529335,22.162218013248467,False,True,Cloudy,75,4.954578360696832
North,Peaty,Soybean,687.9090429262131,24.76214352578289,True,False,Cloudy,128,4.732311937308953
North,Loam,Maize,328.2278557906517,30.083820399284043,False,False,Rainy,64,1.917628255988152
South,Clay,Barley,628.1884625821515,20.041469441476544,False,True,Rainy,149,3.742817130035136
West,Chalky,Wheat,202.2724223773672,31.051027951087672,False,True,Sunny,61,3.209195808304394
East,Loam,Rice,110.5857454202626,27.087872342917045,False,True,Rainy,91,2.098387293453926
East,Chalky,Rice,878.8992439016017,17.165314039880226,True,False,Sunny,101,6.214238403953253
South,Peaty,Rice,631.63633476248,35.076136677789776,False,True,Cloudy,63,5.703120688292778
East,Peaty,Barley,103.16579924322686,17.974997321058527,True,True,Sunny,63,4.025446217368017
East,Chalky,Cotton,416.66458961745536,25.136835236238277,False,True,Rainy,109,3.965393924096503
West,Sandy,Maize,464.8063107175337,24.60631468016191,False,False,Cloudy,105,2.704956907145271
North,Loam,Wheat,385.2130154099663,26.26858034901111,True,False,Rainy,76,3.2382651182086053
East,Sandy,Maize,295.3126980962022,38.95308420186174,False,True,Sunny,99,3.334716867749013
East,Sandy,Barley,297.9689045835014,21.14339013101009,True,True,Cloudy,96,4.421780904999848
South,Clay,Soybean,885.0233001106578,26.746620730389445,True,True,Rainy,70,7.663800691743237
West,Sandy,Cotton,874.3981099020265,30.23250711162382,True,True,Rainy,81,7.824201887041422
West,Chalky,Maize,639.4665020610906,26.56860494556171,False,True,Rainy,122,4.794256212221822
West,Loam,Rice,716.2351333085262,35.94400945940572,False,True,Rainy,62,5.271160538750286
West,Chalky,Soybean,947.7310263382296,29.163070883547185,True,False,Rainy,80,6.653655952319811
East,Silt,Rice,914.1929006865352,19.627350843638425,True,False,Cloudy,104,6.750032621057371
South,Peaty,Cotton,482.3582574197152,32.36714386652368,False,False,Rainy,116,2.811072191435529
East,Silt,Cotton,247.1417090959609,34.605610219671966,True,False,Sunny,125,2.5760187073354284
South,Loam,Maize,113.54336295474197,23.267236271849765,True,True,Rainy,75,3.437903492155179
West,Peaty,Cotton,581.5131902159615,33.302654042831634,True,True,Cloudy,108,6.536673202602983
East,Loam,Rice,935.4136263029264,27.064328929089434,False,True,Rainy,145,6.273313182067246
West,Sandy,Cotton,217.08880802020244,16.56414231237678,False,True,Sunny,149,1.2945644502252145
North,Chalky,Wheat,780.3511329327733,21.05332295299144,False,False,Sunny,119,4.540118961143656
East,Silt,Rice,251.1423651230889,28.242570533739617,True,False,Rainy,141,2.523934518582301
North,Loam,Soybean,308.9206025334722,18.498639465438867,True,False,Rainy,119,2.815286790544199
East,Sandy,Barley,223.72692021685663,32.58706291312453,False,False,Sunny,136,2.3026973504277195
North,Peaty,Rice,412.321391485638,26.008624392320364,False,False,Rainy,109,3.056850768609955
West,Peaty,Wheat,466.8015948236905,21.40512183930644,False,False,Rainy,65,2.4166427570308007
North,Loam,Wheat,877.4919311659717,20.18396169033897,True,True,Cloudy,72,8.06049913497558
North,Silt,Cotton,440.0617855797547,17.653876243655354,True,True,Rainy,139,6.196639785291984
North,Sandy,Cotton,881.8714299246062,27.89471242992529,False,False,Cloudy,114,4.73562829826664
North,Chalky,Barley,674.0332870814333,15.686440916958004,False,False,Sunny,68,3.250334403804088
North,Loam,Soybean,679.6758482117866,21.79076807549972,False,True,Rainy,64,4.316652624098273
West,Loam,Barley,927.98955218545,35.30796124022488,True,False,Sunny,131,6.9363234848178354
South,Loam,Cotton,494.9735324520668,15.056711721713183,False,False,Sunny,79,1.823395395168393
East,Chalky,Barley,142.67167889171623,23.93370564742124,True,False,Cloudy,89,2.192338288946841
North,Loam,Maize,962.238243708757,23.88396988658412,True,False,Rainy,86,7.197414023106574
South,Sandy,Wheat,708.6114048581179,33.14852649923644,True,True,Sunny,69,6.5764429947684055
West,Chalky,Maize,667.2292543477342,20.20466581192825,True,False,Rainy,120,4.947221207217449
East,Sandy,Cotton,738.4506009982427,26.9817703828936,True,True,Rainy,103,7.0973554413495
East,Loam,Barley,353.08385128520626,34.431284556926585,True,True,Rainy,92,5.059552131988095
North,Loam,Soybean,407.49733376562114,29.60715294255431,True,True,Rainy,74,5.075343010890726
South,Silt,Maize,826.706841683329,34.08055081220908,False,False,Cloudy,111,5.255807078912758
North,Peaty,Maize,786.3729721284047,36.19104951955525,True,True,Sunny,110,7.188618775794725
East,Silt,Maize,600.8339660484971,27.451770559831186,False,False,Rainy,104,3.548291993963636
North,Clay,Barley,785.4784950892636,29.595201454405498,False,False,Cloudy,132,4.446188833709248
North,Loam,Barley,901.4068881879424,37.69887303897374,False,False,Rainy,145,5.229097979945332
South,Peaty,Maize,308.7171350695652,29.319096508165764,True,False,Rainy,84,3.665110991680725
East,Silt,Cotton,611.5651037368946,19.4717341763525,True,False,Sunny,61,5.271657641837636
North,Loam,Cotton,482.1570218401554,33.889339766656164,True,True,Rainy,96,5.222113685131184
West,Clay,Soybean,696.02407308974,18.28388434639525,False,False,Rainy,95,3.528030046892968
West,Silt,Maize,619.3214445661463,22.604792573422834,False,False,Rainy,135,3.694102262709227
North,Chalky,Soybean,727.3736521944526,39.011556681830655,True,False,Cloudy,146,4.915452684928769
West,Loam,Rice,417.1388117046008,28.402740147461135,False,True,Cloudy,135,4.204819180678408
West,Peaty,Wheat,234.36470572605936,23.415286010833512,False,True,Rainy,79,2.3803048517355934
East,Sandy,Rice,522.3633655549415,20.74896612310396,False,True,Cloudy,100,3.906970951787344
North,Sandy,Wheat,772.9562522995083,24.372793729592694,False,True,Sunny,129,5.700857976581445
South,Sandy,Cotton,251.9658214380944,26.646531202427045,True,True,Rainy,123,3.487733609228476
East,Clay,Wheat,188.40041210493075,22.469611209421103,True,True,Sunny,74,4.815545337463577
South,Clay,Rice,483.4674043360369,23.68201308782669,False,True,Cloudy,77,4.885934119152604
North,Peaty,Rice,642.2327090933669,29.82279730545654,False,False,Sunny,81,3.4495127301559267
West,Chalky,Rice,243.42846914647612,20.225695364627096,False,False,Cloudy,64,1.3325040176326126
South,Sandy,Cotton,449.4931222892493,35.49645768171625,False,True,Rainy,80,4.253594186925135
South,Loam,Barley,429.6262320811052,20.722080159627275,True,False,Rainy,100,4.339121864335459
North,Chalky,Soybean,168.9426226808596,34.65960584273985,True,False,Rainy,106,3.8182692206774567
East,Loam,Maize,869.8762311649302,24.628546919188164,False,False,Cloudy,61,4.730012799003323
West,Sandy,Wheat,288.89161961905063,21.822154680583804,False,True,Cloudy,99,3.34131960302679
South,Loam,Maize,293.5600137199217,35.75042675657377,True,False,Cloudy,117,4.376909708268703
North,Loam,Maize,419.937871035118,37.050916686355386,True,True,Cloudy,65,5.19035540617697
East,Peaty,Maize,910.0668446593596,30.92869475547591,True,True,Sunny,60,8.121061513691371
West,Chalky,Rice,598.6002068784655,30.72350934150736,False,False,Cloudy,105,4.098275266535604
East,Chalky,Maize,805.3076878977724,17.304705089722308,False,False,Sunny,67,4.273143254462223
East,Sandy,Wheat,882.7164700860169,16.34603768270192,True,True,Cloudy,66,7.507331639394403
West,Chalky,Soybean,319.6123079566966,22.48554800912505,False,True,Cloudy,75,3.838407162199221
South,Clay,Rice,958.6137630314424,21.483855218257887,True,False,Sunny,81,6.633131951506015
West,Silt,Cotton,751.000892945088,28.488020367281344,False,True,Sunny,137,5.527291950362839
North,Chalky,Soybean,648.3299792416228,25.51747583707881,True,True,Sunny,80,7.034259832584035
North,Silt,Soybean,207.9812956624073,16.022397008102466,True,False,Cloudy,68,2.919635997245013
South,Peaty,Barley,272.3785189601712,27.46878495410268,True,False,Sunny,125,3.4812430582836065
North,Loam,Soybean,344.37496822595034,23.20931920956649,False,True,Cloudy,126,3.028318403059446
North,Peaty,Cotton,213.4867326915252,33.87241344394627,True,False,Rainy,63,3.742198089383441
East,Chalky,Soybean,186.18546644327347,27.2966174941199,False,False,Sunny,62,1.5663539908232205
East,Sandy,Wheat,803.7527155856028,17.828268714441766,False,False,Sunny,84,3.722985974395805
East,Silt,Barley,495.219134288914,29.475640128423308,True,False,Sunny,133,4.786320976280079
South,Peaty,Soybean,891.203617515403,27.99902501317863,True,False,Rainy,69,6.545906343790511
South,Silt,Barley,110.2952730297569,22.77838153279719,False,False,Rainy,126,1.1484726149583744
South,Sandy,Wheat,640.2251165019823,32.636032424169805,True,True,Rainy,111,6.251440981708187
North,Peaty,Barley,579.6026646475029,34.27193716069773,True,False,Sunny,113,3.999512398063194
West,Loam,Maize,829.4235932614496,26.87091458005889,False,False,Rainy,141,4.865677167986818
South,Sandy,Barley,823.1960072515451,26.55700780664604,False,True,Sunny,84,5.998923632978244
East,Loam,Cotton,119.97101240356112,38.50591635521974,True,True,Sunny,101,3.901533373790432
East,Silt,Rice,325.97199737043525,32.38590527294552,False,False,Sunny,147,2.130984434614604
South,Silt,Soybean,495.6599581746563,23.317637301388142,True,False,Rainy,117,3.932078738347357
South,Peaty,Barley,906.1056352495742,21.346920725146997,False,False,Rainy,125,5.207945886324426
North,Peaty,Barley,892.6611884189153,19.93774601371935,True,False,Sunny,111,6.7994081288084285
West,Clay,Maize,792.1199691141514,24.057808326557257,True,False,Rainy,117,5.534622859191486
South,Peaty,Soybean,480.65711588429343,39.4198620859885,False,True,Cloudy,110,4.855300203030617
West,Loam,Cotton,657.8935026889462,31.482614129465333,False,True,Cloudy,99,4.4898005899107165
East,Sandy,Wheat,545.3811558513852,25.364091575929628,False,True,Cloudy,125,3.2663822868518984
West,Clay,Rice,228.1633566320508,17.01557097812858,False,False,Rainy,61,0.7011885059865278
West,Clay,Soybean,875.8160288976873,17.94714258255109,True,True,Rainy,124,7.916124088576473
East,Loam,Barley,879.0661974603038,36.02746952912666,True,False,Sunny,70,5.4749470759301015
West,Loam,Wheat,723.3460280261628,33.69053403928655,False,True,Cloudy,86,5.534005196587312
East,Loam,Maize,118.93801208514036,33.818445922461336,False,False,Cloudy,91,1.2949462443171829
West,Chalky,Barley,147.06477396429273,39.42270557344028,True,True,Sunny,69,3.4687536621455504
North,Clay,Soybean,962.7815757653036,36.80330023539536,False,False,Sunny,95,5.416485796344425
South,Silt,Soybean,823.9323106188776,15.946805734278804,True,True,Cloudy,98,7.29114907621055
East,Clay,Maize,458.1976990426696,31.58476463997588,True,False,Rainy,100,3.5287227525586027
East,Peaty,Soybean,790.5905584577889,31.71352188081056,True,True,Sunny,97,6.592140300149038
West,Peaty,Cotton,618.9293937747658,18.25505395968115,True,True,Cloudy,102,6.382517636219753
South,Silt,Wheat,148.2445763484084,38.7716456415306,True,True,Rainy,149,4.220130214494314
East,Sandy,Maize,188.66468589491828,36.745856270750686,False,False,Rainy,74,1.670502562931903
West,Peaty,Cotton,198.48266834994217,17.39910767096427,False,True,Cloudy,98,2.7544626296797223
West,Loam,Cotton,968.5109103156128,23.04346857263125,True,True,Sunny,77,7.941856863671164
North,Peaty,Wheat,976.0079901444832,24.465262630607047,False,False,Rainy,131,4.2327523547294
South,Peaty,Rice,419.14448655770826,29.920744001634425,False,False,Sunny,121,3.0430161201549457
West,Loam,Soybean,512.5488122634116,27.352560892717385,True,False,Rainy,120,4.751502597369796
South,Chalky,Barley,937.8734006003756,27.59612750076501,False,True,Rainy,88,6.98944314080244
South,Silt,Rice,349.28819816429814,16.663547859187222,False,True,Sunny,64,3.506843262604098
West,Clay,Soybean,671.8453563532476,24.364346982807625,True,True,Cloudy,144,6.155878147409428
West,Loam,Wheat,332.57581391511667,34.367345000233655,True,False,Cloudy,87,3.5983967677064106
North,Silt,Rice,822.2668052137924,24.203067549720352,True,True,Rainy,94,8.022842239092103
West,Sandy,Maize,233.42390341129504,33.24630205790539,True,True,Cloudy,108,4.054794218853102
East,Clay,Cotton,782.7066860539758,15.370411320445951,False,True,Sunny,126,5.990952683007736
East,Chalky,Cotton,715.3161301510505,39.26453163757998,True,False,Sunny,111,5.814387915570095
East,Silt,Wheat,621.449503630393,25.005798309253297,False,True,Rainy,80,4.199742330206917
South,Loam,Barley,805.4095609802091,17.696529414463523,False,False,Rainy,71,4.8849257298609245
South,Clay,Wheat,913.1903856954536,36.90112407327746,True,True,Sunny,61,8.060018311849038
West,Sandy,Wheat,267.9584549283941,15.769993530054306,False,False,Rainy,129,1.5922334476133144
North,Chalky,Cotton,883.4830704439979,33.349646639370704,False,False,Rainy,99,5.3699308723853685
North,Silt,Wheat,877.910547425416,28.273251135313775,True,True,Rainy,146,7.196824520634098
South,Silt,Rice,308.31254290701673,36.32074908581147,True,True,Rainy,88,4.842076410480173
West,Silt,Maize,651.3386642207676,39.98232627414478,True,False,Rainy,133,5.927075641385519
East,Loam,Cotton,104.68129253742129,25.379246616124405,False,True,Cloudy,140,1.9419872488433136
West,Sandy,Soybean,790.2684651842428,29.09681185111928,False,True,Cloudy,78,5.738711697797263
South,Clay,Rice,377.9452609047672,22.437726868815265,False,False,Cloudy,79,1.268658839026813
West,Peaty,Wheat,431.0537984316426,30.60245931057197,True,False,Cloudy,119,4.3153237512501565
East,Silt,Rice,656.8734889050335,37.58959643884568,False,False,Rainy,83,5.077492314785955
West,Loam,Cotton,870.9975106015833,30.44567543558536,False,False,Rainy,112,4.964314643943977
West,Chalky,Cotton,257.2052749343452,17.185268850586084,True,True,Rainy,69,4.090942957662834
East,Chalky,Wheat,418.2474566064112,30.170993173210128,False,False,Rainy,126,3.555269751202381
North,Chalky,Maize,130.82672559505534,25.29472846859995,True,True,Cloudy,82,3.150055632215736
East,Loam,Rice,385.69941004399305,22.971086177724416,False,True,Cloudy,111,2.995024389477007
East,Silt,Cotton,123.53341006598208,25.12014243001717,True,False,Rainy,141,2.140545682996053
West,Peaty,Cotton,829.2680802749927,22.89397235107845,True,True,Rainy,101,6.640408229076067
West,Silt,Cotton,850.9540027014004,15.29579650480564,True,False,Sunny,108,5.703060280784692
West,Silt,Cotton,567.4397461414566,37.2313382362427,False,False,Rainy,123,4.011079025542645
West,Clay,Wheat,226.09702153376423,23.801258413624343,True,True,Sunny,73,3.6126043255008846
North,Peaty,Soybean,576.3272909111647,33.1572728568671,False,False,Cloudy,117,3.147738914581846
West,Sandy,Barley,413.0993883030381,36.53170174098928,False,False,Rainy,120,2.899510743725751
West,Clay,Rice,492.43736615558686,28.68294959251136,False,False,Cloudy,108,4.080687604188975
South,Sandy,Barley,767.5575534726537,34.69892157020483,True,False,Sunny,111,6.656750388982641
North,Silt,Barley,280.5617704013695,17.43291522770782,False,True,Sunny,116,3.4586339504604564
West,Peaty,Maize,962.6046455708008,33.31385936667991,True,False,Sunny,92,8.285876982067869
North,Chalky,Soybean,574.7831499717267,23.30939649509517,True,False,Cloudy,74,4.52497671198097
East,Silt,Cotton,765.7691695126335,39.57147867265533,False,False,Rainy,88,3.6696901567263263
East,Peaty,Wheat,808.454345841695,20.38118600758707,True,True,Rainy,108,7.486458578821603
South,Silt,Cotton,463.7757552051976,25.32470533392734,False,True,Rainy,105,4.37253707009439
West,Sandy,Cotton,919.6907533832376,15.514806926113993,True,True,Cloudy,78,7.520477691850166
West,Clay,Barley,266.98049437546905,18.627442583261903,True,True,Rainy,147,4.812106078782451
East,Silt,Rice,392.1716131811588,29.004520532811878,False,True,Cloudy,149,3.789508196089015
South,Sandy,Soybean,182.1923223207453,29.882883342859373,False,False,Sunny,121,1.9413508137788849
West,Sandy,Rice,565.5057640021905,36.956273342701095,False,True,Cloudy,95,4.643037594603576
North,Sandy,Rice,166.29646535316826,22.2219896051358,True,True,Rainy,97,4.330035434488769
North,Chalky,Soybean,973.2671403867884,20.64983843650757,True,True,Sunny,141,7.985851331375846
South,Silt,Maize,748.5631110276792,34.047312470055104,False,False,Rainy,127,3.6027363620342903
East,Clay,Rice,919.4717908360668,39.64730453641623,False,False,Cloudy,71,5.64059964644888
West,Silt,Wheat,983.1395485499042,22.105185977347173,True,True,Rainy,130,7.735701015454537
West,Loam,Cotton,727.4191972224046,23.076209176817848,False,False,Sunny,74,4.03621780381589
West,Chalky,Rice,427.3374049308758,16.545519714298692,False,False,Rainy,107,1.7013016135361363
South,Sandy,Soybean,355.6146385667888,30.6231826049979,True,True,Cloudy,130,5.30883464392695
East,Silt,Wheat,151.72037326858475,24.571953517414457,False,True,Sunny,137,2.210994491935153
West,Chalky,Barley,822.2001069855562,27.59869725851816,True,False,Sunny,122,6.649598888043915
East,Clay,Rice,672.6777791931031,34.87902715042719,False,True,Sunny,124,5.128975374506308
West,Sandy,Rice,144.20728766085728,33.90396387651954,True,False,Sunny,141,2.962877440881116
South,Silt,Soybean,687.6003566312908,29.026203542626966,False,False,Cloudy,78,4.0000861419254665
East,Silt,Maize,637.9703436373165,22.95055362168613,True,False,Rainy,137,4.791674087326105
East,Sandy,Soybean,451.112747071544,23.332135530778896,True,True,Rainy,111,6.084510439655955
East,Sandy,Cotton,907.2460088784578,24.44626162774372,True,True,Sunny,88,7.573886072047511
North,Peaty,Barley,106.7765618689334,38.54848073224052,True,False,Rainy,139,2.401376346860776
North,Clay,Cotton,605.9133166665298,26.849100055227296,True,False,Rainy,102,4.167812342165758
North,Peaty,Rice,719.0302679256985,15.645321385146008,False,True,Rainy,149,5.572909174527495
East,Loam,Rice,472.74323141706776,25.886961790368275,True,False,Rainy,65,3.512496841720397
East,Chalky,Barley,469.1391371558368,18.16353835691818,False,True,Cloudy,95,4.326367235959455
North,Clay,Cotton,828.344565751656,23.31406300981309,False,True,Sunny,93,4.854812713778347
North,Loam,Barley,961.390568534962,34.55948536022322,True,False,Sunny,85,6.204975703219058
South,Sandy,Soybean,540.2126823990397,16.966849341582584,False,False,Cloudy,93,3.329058475154321
West,Peaty,Soybean,980.5148197401444,37.95415972414469,True,False,Cloudy,61,7.658387904801232
South,Silt,Barley,175.9164438380892,34.483967135591286,False,True,Cloudy,84,3.054204458999124
North,Chalky,Rice,912.8046140894196,27.209085147624624,True,False,Sunny,123,6.390653356732094
East,Silt,Barley,138.0389947610736,20.048225403287173,False,False,Rainy,123,1.303415140883568
South,Sandy,Barley,152.8287700899167,24.67915241897432,False,True,Rainy,112,3.0044674411683743
East,Loam,Maize,666.1493218777669,39.50358313698504,True,True,Rainy,108,7.106129238968205
West,Silt,Rice,869.9057125475372,34.85733820165974,True,True,Sunny,147,7.528894335145346
South,Sandy,Rice,806.4584467445853,16.514374082422904,False,True,Rainy,135,6.22857857036254
North,Sandy,Rice,437.1031763940278,36.36557958377115,False,False,Cloudy,76,2.954793656262578
South,Loam,Barley,120.24331922933249,30.118952013711187,True,False,Cloudy,141,1.9753162773701411
North,Chalky,Soybean,368.5915993029503,32.2244117048957,True,False,Sunny,80,4.354579577628448
West,Clay,Soybean,515.20707931323,34.316153916988455,False,False,Sunny,119,3.130042892426856
East,Clay,Rice,538.5574879507226,29.36263397135725,True,False,Sunny,148,3.693148138564109
East,Loam,Rice,108.41476081724696,36.343968442030416,True,True,Sunny,93,3.5761492096636838
North,Peaty,Barley,214.296075006333,22.89901464792693,False,True,Cloudy,111,2.686818384745021
South,Silt,Wheat,896.7392259723227,16.4055464185582,False,False,Sunny,88,5.030415775413794
South,Silt,Cotton,683.7023880089329,26.78718758505881,True,False,Rainy,76,6.05243625702018
South,Peaty,Barley,241.6104273458135,29.27764696754707,False,False,Rainy,116,1.379021066571832
West,Chalky,Cotton,197.15936607270655,26.085902564611096,True,False,Cloudy,134,2.147043229953889
West,Loam,Barley,829.3921574507551,28.183835120201103,True,True,Cloudy,140,7.316592066494416
West,Silt,Wheat,890.1768710293505,16.059515102047058,False,True,Cloudy,97,5.691994038018836
East,Peaty,Maize,936.7725456839266,36.32628428152327,True,True,Sunny,80,8.514732856327337
East,Chalky,Wheat,416.46625754369467,30.66794222885157,True,False,Rainy,108,4.5034738210131575
North,Clay,Wheat,808.9896266530955,15.9948750209151,True,True,Cloudy,87,7.803697597696106
West,Sandy,Barley,871.8933186642149,34.80801241558282,True,False,Sunny,147,6.750684596259876
North,Silt,Soybean,694.2680599709292,31.38239033633586,False,True,Rainy,79,4.773500154816593
East,Peaty,Cotton,254.58329680430157,34.87207768748921,True,True,Rainy,112,5.576023704603972
West,Peaty,Cotton,841.5308250976314,24.954064136655585,False,True,Rainy,138,5.289553656374892
East,Chalky,Barley,980.4814505708202,27.32289730901035,False,True,Rainy,65,5.702288844579285
North,Chalky,Soybean,796.9264256539298,27.786147479305235,False,False,Rainy,78,4.353426266887059
West,Peaty,Wheat,544.1156922366184,34.04796586366167,True,False,Cloudy,108,5.564704853038531
North,Chalky,Maize,118.6412099645112,30.114883577855917,True,True,Cloudy,144,4.382986197552579
South,Chalky,Soybean,118.1625393095508,30.87131175606584,False,True,Sunny,83,2.9183400458678204
North,Clay,Soybean,885.248200391318,33.63964964500478,True,False,Cloudy,70,6.161461405175598
West,Clay,Barley,876.3557203181999,17.216308572096505,True,False,Rainy,60,6.4487892591762215
North,Peaty,Cotton,907.478537365506,31.300443297457925,False,False,Cloudy,72,5.718550848392186
South,Silt,Barley,546.936862820899,17.210142089080666,True,True,Rainy,101,5.70365161318214
West,Sandy,Rice,569.6626178098591,19.436034035631398,True,False,Rainy,130,4.891290588260216
West,Clay,Soybean,539.7503853864514,28.48628059831473,True,False,Sunny,104,5.555114927528752
West,Silt,Wheat,577.0105550915291,24.873908502377617,False,True,Sunny,98,4.882801979999365
South,Loam,Rice,834.9241145883133,17.732007196089402,False,False,Cloudy,115,4.324884888577128
East,Chalky,Soybean,833.8396376904531,36.37810462831276,False,False,Sunny,130,4.767840783961624
South,Peaty,Soybean,918.6742335704508,22.171369931659,False,True,Rainy,86,5.955993277408449
West,Loam,Barley,623.8967297181734,15.107336330852814,True,True,Rainy,132,6.862849951850855
North,Sandy,Rice,531.3207988698255,38.20168617077639,False,False,Rainy,107,3.649721647566188
South,Loam,Cotton,382.4744545864416,32.40962003045556,True,False,Rainy,71,4.399077228435176
East,Peaty,Soybean,639.9042603856832,22.432988517127093,True,True,Cloudy,62,6.336996588745524
West,Chalky,Barley,955.0288882548192,36.01622601486315,False,False,Rainy,61,5.131336216003866
South,Loam,Maize,172.77747325171867,35.470794903991205,False,True,Rainy,111,2.7012906062481625
West,Clay,Maize,922.0878099779007,17.045994525437415,True,True,Rainy,65,8.097191750978439
West,Silt,Wheat,639.9216268472834,20.64109635227971,False,False,Cloudy,67,4.506863670955675
South,Chalky,Soybean,385.3161384643095,18.827318921899604,True,True,Rainy,128,4.384807616660567
South,Chalky,Barley,184.06374826022244,36.27804947999731,True,False,Cloudy,131,3.728240951369717
South,Clay,Soybean,667.3724092686384,17.198561610363544,False,False,Rainy,77,3.647398658405783
West,Chalky,Wheat,512.9526727338427,21.18066862579869,True,False,Cloudy,95,3.6816022192604345
South,Silt,Rice,548.7279665218565,29.027880228198544,True,False,Cloudy,149,3.7610004162542463
South,Silt,Maize,888.253061402898,39.97792503497472,False,False,Rainy,126,4.519085822622915
North,Sandy,Barley,741.2650689122354,24.509754406739944,True,False,Sunny,119,6.088263622634079
South,Clay,Soybean,259.8447048142665,19.10525014562187,True,True,Cloudy,97,5.005960968579667
East,Loam,Cotton,516.9054092067843,16.647648895176935,True,True,Sunny,107,5.716184026204557
South,Loam,Barley,698.4566033063394,26.90473426569472,True,False,Rainy,97,4.793252758526384
East,Silt,Cotton,311.20751543061226,39.68496806557077,True,False,Sunny,85,5.021644054894455
East,Loam,Rice,178.5148095501628,31.317694051234053,True,True,Cloudy,140,4.857035825549585
North,Chalky,Maize,709.4437028503197,27.26831730388946,True,True,Sunny,108,6.5763487856086105
East,Chalky,Barley,167.9108336132398,37.8899122289408,False,True,Cloudy,67,2.656139733456763
South,Clay,Barley,668.0391681130108,22.680917922791014,True,False,Sunny,65,5.528790374402165
North,Peaty,Cotton,973.7390343088932,36.40010905339156,False,True,Sunny,64,6.946992326368034
North,Silt,Soybean,588.1024114335862,27.28063309805873,False,True,Rainy,147,5.65957933691201
North,Chalky,Barley,841.3563359219677,32.66647459285468,True,True,Cloudy,116,7.387249407284215
West,Peaty,Cotton,440.01212260437535,29.77267576895337,True,False,Rainy,142,4.7498348109339465
South,Chalky,Soybean,279.1056806532268,18.695335318222025,False,False,Cloudy,100,1.175234919320576
West,Sandy,Maize,748.5829954489491,38.32227316874754,True,False,Cloudy,96,6.266582994729953
North,Peaty,Maize,998.8229200426129,33.42909644259548,True,True,Sunny,107,7.751141185657118
South,Chalky,Wheat,612.616448158881,28.29124288674369,False,True,Sunny,96,5.08329742348944
West,Silt,Soybean,743.3972810340327,35.60138229117025,True,False,Rainy,135,5.464249056057239
West,Clay,Barley,462.6287035932272,36.46291511278294,True,False,Rainy,86,4.71813482481267
North,Silt,Cotton,292.8723637742098,31.52785160921592,True,True,Rainy,100,4.877156552748199
West,Loam,Cotton,158.5323707925698,17.052248842551514,False,True,Rainy,89,2.98303316801962
East,Loam,Barley,171.24413885392536,29.07928669126296,True,False,Cloudy,124,3.4745128653204955
East,Clay,Wheat,803.1753561932528,38.119053039780496,True,True,Rainy,100,6.189841553049813
South,Sandy,Soybean,599.7088993755892,22.866531209544227,True,False,Sunny,146,5.145076013713302
South,Silt,Cotton,328.37849098682534,35.75531661360377,False,True,Rainy,143,2.9755460671863943
West,Sandy,Maize,866.3202759923587,36.94038100007671,True,False,Sunny,76,6.244684525187283
